Station_Id,Station_Name,,Latitude,Longitude,Municipality,State_Province,Country,District,TimeZone_LongName,TimeZone_Code,TimeZone_Offset,Station_Location,Station_Type,Station_WFElevation,Station_FirstDate,Station_WFElevation2,,
387,Beavertail,XBVT,41.45469,-71.39719,Jamestown,RI,US,Newport County,America/New_York,EST,-5,,Professional,52,1987-04-01 8:00,40,,0
388,Norwalk Light,XNOR,41.07668,-73.38365,Norwalk,CT,US,Fairfield County,America/New_York,EST,-5,25' tower navaid,Professional,0,2009-11-10 14:00,34,,0
389,Lighthouse Point,XLTH,41.24784,-72.90083,East Haven,CT,US,New Haven County,America/New_York,EST,-5,Building,Professional,20,1989-08-01 4:00,25,,0
390,Hammonasset,XHAM,41.27097,-72.58932,Madison,CT,US,New Haven County,America/New_York,EST,-5,chimney mount,Professional,6,1987-04-01 5:00,46,,0
391,Willoughby Spit,,36.9673,-76.2826,,VA,,,America/New_York,EST,-5,,,,,,,0
392,Avon Ocean,XAVO,35.34732,-75.49998,Avon,NC,US,Dare County,America/New_York,EST,-5,Pier,Professional,0,1996-12-01 5:45,39,,0
393,Frisco Woods,XFRI,35.24732,-75.62896,Frisco,NC,US,Dare County,America/New_York,EST,-5,,Professional,0,1996-03-10 13:00,20,,0
395,Waves,XWAV,35.57395,-75.46872,Nags Head,NC,US,Dare County,America/New_York,EST,-5,,Professional,4,1996-02-20 23:00,35,,0
396,Buckroe,,37.037,-76.291,,VA,,,America/New_York,EST,-5,,,12,,,,0
397,Cape Henry,XHEN,36.92706,-76.00665,Virginia Beach,VA,US,Virginia Beach,America/New_York,EST,-5,pilot tower,Professional,10,1990-07-23 22:45,75,,0
398,Sandbridge,XSBR,36.69921,-75.9329,Virginia Beach,VA,US,Virginia Beach,America/New_York,EST,-5,Mobile Home,Professional,2,1993-12-25 4:00,15,,0
399,Avon Sound,XAVN,35.37067,-75.50684,Avon,NC,US,Dare,America/New_York,EST,-5,Wooden pole,Professional,0,1990-08-27 22:00,15,,0
401,Lake Isabella,XISB,35.65159,-118.45866,Lake Isabella,CA,US,Kern County,America/Los_Angeles,PST,-8,guardrail,Professional,2626,2006-03-03 21:25,15,,0
402,Jalama Beach,XJAL,34.51142,-120.50199,Lompoc,CA,USA,,America/Los_Angeles,PST,-8,building,Professional,9,2004-05-01 4:00,29,,0
404,San Luis Reservoir,XSLR,37.0599,-121.06131,,CA,US,Merced County,America/Los_Angeles,PST,-8,met tower,Professional,290,2006-03-02 20:40,35,,0
405,Cabrillo Beach,XCAB,33.70825,-118.27781,San Pedro,CA,USA,,America/Los_Angeles,PST,-8,Pole on Jetty,Professional,15,2007-08-29 1:43,24,,0
406,Seal Beach,XEND,33.74229,-118.11457,Seal Beach,CA,US,Orange County,America/Los_Angeles,PST,-8,,,0,2006-01-01 10:10,35,,0
408,Coyote Point,XCOY,37.58897,-122.32772,San Mateo,CA,USA,,America/Los_Angeles,PST,-8,building,Professional,7,2004-03-02 18:25,39,,0
409,Berkeley Marina,XBRK,37.85934,-122.31598,Berkeley,CA,US,Alameda County,America/Los_Angeles,PST,-8,restaurant roof,Professional,14,2004-02-20 21:45,45,,0
410,Waddell Bluff,XWAD,37.08934,-122.27303,Davenport,CA,US,Santa Cruz County,America/Los_Angeles,PST,-8,2 story building,Professional,165,2005-12-28 17:55,35,,0
411,Anita Rock-Crissy Field,XCSY,37.80834,-122.45356,San Francisco,CA,US,San Francisco City and County,America/Los_Angeles,PST,-8,USCG Navaid,Professional,0,2002-07-02 4:00,28,,0
412,Candlestick Point,XCDL,37.7029,-122.39954,,CA,,,America/Los_Angeles,PST,-8,lumberyard building,Professional,21,2004-07-20 18:40,45,,0
413,Larkspur Landing,XLRK,37.9417,-122.50734,Greenbrae,CA,USA,,America/Los_Angeles,PST,-8,home,Professional,0,2004-03-05 5:00,30,,0
414,Benicia,,38.04865,-122.16558,,CA,,,America/Los_Angeles,PST,-8,,,,,,,0
415,Bodega Bay,XBOD,38.32473,-123.04005,,CA,,,America/Los_Angeles,PST,-8,Building,Professional,20,2004-03-07 2:55,40,,0
416,Alameda / Crown Beach,XALA,37.76738,-122.28778,Alameda,CA,United States,,America/Los_Angeles,PST,-8,2 story building,Professional,10,2011-04-26 4:00,57,,0
417,Tomales Bay,XTML,38.18368,-122.91211,McDonald,CA,US,Marin County,America/Los_Angeles,PST,-8,dock,Professional,0,2006-12-18 0:00,16,,0
418,Leadbetter Beach,XLED,34.40325,-119.6929,Santa Barbara,CA,US,Santa Barbara County,America/Los_Angeles,PST,-8,Building,Professional,30,2004-11-09 18:15,45,,0
419,STATION MOVED- Point Isabel,ISA,37.89676,-122.32353,,CA,,,America/Los_Angeles,PST,-8,sewage treatment plant,,12,2007-08-01 5:45,28,,0
420,Lake Perris,,33.853,-117.178,,CA,,,America/Los_Angeles,PST,-8,,,,,,,0
421,Silver Strand,XJST,32.63203,-117.14143,Coronado,CA,US,San Diego County,America/Los_Angeles,PST,-8,Lifeguard tower,Professional,0,2004-05-01 6:00,45,,0
422,Tourmaline,XTOU,32.79601,-117.25818,,CA,,,America/Los_Angeles,PST,-8,pier,Professional,0,2004-05-01 5:25,37,,0
423,3rd Ave Beach,XMPT,37.57414,-122.2834,Foster City,CA,US,San Mateo County,America/Los_Angeles,PST,-8,Light pole,Professional,22,2007-09-13 20:00,28,,0
425,Palo Alto,XPAL,37.45972,-122.10644,,CA,,,America/Los_Angeles,PST,-8,1 story building,Professional,7,2004-06-02 1:20,35,,0
426,Natural Bridges,,36.94795,-122.06023,,CA,,,America/Los_Angeles,PST,-8,,,,,,,0
427,Half Moon Bay,XHMB,37.49532,-122.48578,,CA,US,San Mateo County,America/Los_Angeles,PST,-8,nav aid,Professional,12,2006-01-20 1:40,24,,0
428,Raul's,,32.342,-117.062,,Baja,,,America/Los_Angeles,PST,-8,,,,,,,0
429,Kailua,XKAI,21.4,-157.73,Kailua,HI,US,Honolulu County,Pacific/Honolulu,HST,-10,,Professional,2,2004-02-01 6:00,33,,0
430,Mokuleia,XMOK,21.57879,-158.20741,Waialua,HI,US,Honolulu County,Pacific/Honolulu,HST,-10,air traffic control building,Professional,41,2004-02-01 5:00,35,,0
433,Ho'okipa,HOO,20.92181,-156.37679,Paia,HI,US,Maui County,Pacific/Honolulu,HST,-10,Home,Professional,10,2009-05-07 0:00,35,,0
434,Kihei,KIH,20.78626,-156.46834,Kihei,HI,US,Maui County,Pacific/Honolulu,HST,-10,Apartment building,Professional,141,2004-02-03 0:00,120,,0
436,Washoe Lake,XWSH,39.27579,-119.79057,New Washoe City,NV,US,Washoe County,America/Los_Angeles,PST,-8,building,Professional,5043,2006-12-14 23:45,18,,0
437,Rowena,XROW,45.67874,-121.27482,,OR,,,America/Los_Angeles,PST,-8,pole to pole ground mount,Professional,81,2009-04-25 0:00,20,,0
440,Swell City-Hatchery,XSWL,45.72171,-121.56826,,WA,US,Skamania County,America/Los_Angeles,PST,-8,Sensor mast to rock,Professional,89,2001-02-24 23:35,40,,0
441,Maryhill,XMRY,45.66899,-120.84448,Biggs,OR,US, Sherman County,America/Los_Angeles,PST,-8,barge loading tower,Professional,163,2000-10-06 23:20,65,,0
442,Port Kelley,XKEL,46.02331,-118.94214,Wallula,WA,US,Walla Walla County,America/Los_Angeles,PST,-8,telephone pole,Professional,339,2001-07-27 19:15,36,,0
446,STATION MOVED- Arlington,ARL,45.72397,-120.206,,OR,,,America/Los_Angeles,PST,-8,barge loading tower,,273,2001-05-04 0:15,59,,0
448,Arroyo Laguna,PDS,35.66507,-121.28464,,CA,US,San Luis Obispo County,America/Los_Angeles,PST,-8,cellular tower,,37,2010-09-28 0:00,47.03,,0
450,Topanga,XTOP,34.03969,-118.57623,Malibu,CA,USA,Los Angeles,America/Los_Angeles,PST,-8,building roof,Professional,0,2011-03-10 5:00,39,,0
452,Crandon,XCRN,25.71582,-80.14974,Key Biscayne,FL,US,Miami-Dade County,America/New_York,EST,-5,Lifeguard tower,Professional,3,2004-06-15 16:00,26,,0
453,Jupiter-Juno Beach Pier,XJUP,26.89337,-80.05564,Juno Beach,FL,US,Palm Beach County,America/New_York,EST,-5,Sheet Metal Cover,Professional,0,2005-02-17 17:00,35,,0
458,Mission Bay,XMIS,32.77892,-117.21267,,CA,,,America/Los_Angeles,PST,-8,pier,Professional,11,2004-05-01 6:00,34,,0
459,Manzanita,XMAN,45.70385,-123.93864,,OR,US,Tillamook County,America/Los_Angeles,PST,-8,House,Professional,35,2007-08-30 0:00,42,,0
461,Lincoln City,,45.00736,-124.00817,,OR,,,America/Los_Angeles,PST,-8,,,,,,,0
462,South Beach Park,,44.613,-124.068,,OR,,,America/Los_Angeles,PST,-8,,,,,,,0
463,Florence,XFLR,44.01859,-124.13628,,OR,,,America/Los_Angeles,PST,-8,USCG tower,Professional,46,2000-06-02 23:15,50,,0
465,Richmond Beach,RCH,47.76952,-122.39162,Shoreline,WA,US,King County,America/Los_Angeles,PST,-8,building,,7,2000-04-05 0:35,27,,0
475,Quillayute,,47.93696,-124.55757,,WA,,,America/Los_Angeles,PST,-8,,ASOS,,2007-12-11 21:53,,,0
479,Alki Point Light,,47.5762,-122.4205,,WA,,,America/Los_Angeles,PST,-8,,,,2007-12-26 8:00,,,0
480,West Point Light,,47.6619,-122.4357,,WA,,,America/Los_Angeles,PST,-8,,,,,,,0
481,Jones Beach,,46.15364,-123.29617,,OR,,,America/Los_Angeles,PST,-8,tree next to water,,30,2000-08-14 23:30,20,,0
483,Gold Beach Airport,,42.4206,-124.4259,,OR,,,America/Los_Angeles,PST,-8,,,,2007-12-11 21:00,,,0
486,Clatsop Spit,,46.22648,-124.01424,,OR,US,Clatsop County,America/Los_Angeles,PST,-8,,,,2007-12-11 22:25,,,0
487,Garibaldi,,45.56,-123.91,,OR,,,America/Los_Angeles,PST,-8,,,,2006-08-31 0:05,,,0
489,Floras Lake,XFLO,42.9009,-124.50437,,OR,US,Curry County,America/Los_Angeles,PST,-8,,Professional,7,2000-09-03 1:45,17,,0
490,St. Aug. Beach Pier,,29.85724,-81.26373,St. Augustine,FL,US,St. Johns,America/New_York,EST,-5,,C-MAN,0,,54,,0
491,Hoquiam,,46.9696,-123.9494,,WA,,,America/Los_Angeles,PST,-8,,ASOS,,2007-12-11 21:53,,,0
492,Canaveral Buoy,,28.522,-80.188,Palm Bay,FL,US,Brevard County,America/New_York,EST,-5,,Buoy,0,,16,,0
493,Lake Worth Pier,,26.6127,-80.0339,Palm Beach,FL,US,Palm Beach,America/New_York,EST,-5,,COOPS,0,,38,,0
496,Long Key,,24.84398,-80.8636,Layton,FL,,Monroe,America/New_York,EST,-5,,C-MAN,0,,22,,0
498,Sand Key,,24.45397,-81.8774,,FL,,Monroe,America/New_York,EST,-5,,C-MAN,0,,48,,0
504,Curry Hammock-Marathon Key,XKEY,24.7436,-80.97852,Marathon,FL,US,Monroe County,America/New_York,EST,-5,Private Home,Professional,0,2000-11-01 22:00,44,,0
505,Dunedin Causeway,XDUN,28.05576,-82.80705,Dunedin,FL,US,Pinellas County,America/New_York,EST,-5,Building,Professional,0,2000-12-20 5:00,20,,0
506,Bayville,XBAY,40.90227,-73.63256,Glen Cove,NY,US,Nassau County,America/New_York,EST,-5,,Professional,0,2000-11-04 23:00,41,,0
507,SFO,,37.62846,-122.36723,,CA,,,America/Los_Angeles,PST,-8,,ASOS,,2007-12-11 21:56,,,0
508,Ocean Beach,,37.7573,-122.5637,San Francisco,CA,US,San Francisco City and County,America/Los_Angeles,PST,-8,,,,,,,0
514,Crissy-Old CG Pier,,37.806,-122.466,,CA,,,America/Los_Angeles,PST,-8,,,,2007-12-12 0:00,,,0
515,USS Hornet,,37.77162,-122.29894,Alameda,CA,US,Alameda County,America/Los_Angeles,PST,-8,,,,2007-12-12 0:00,,,0
516,Oakland Airport,,37.7213,-122.2207,,CA,,,America/Los_Angeles,PST,-8,,ASOS,,2007-12-11 21:53,,,0
517,Richmond Wharf,,37.923,-122.41,,CA,US,Marin County,America/Los_Angeles,PST,-8,,,,2007-12-12 0:00,,,0
518,Port Chicago,,38.0567,-122.0383,,CA,,,America/Los_Angeles,PST,-8,,,,2007-12-12 0:00,,,0
519,Travis AFB,,38.2627,-121.9275,,CA,,,America/Los_Angeles,PST,-8,,,,2007-12-11 21:55,,,0
520,Bodega Buoy,,38.23,-123.32,,CA,US,Sonoma County,America/Los_Angeles,PST,-8,,,,,,,0
523,Morgan's Point,,29.682,-94.985,La Porte,TX,US,Harris County,America/Chicago,CST,-6,,COOPS,0,2007-12-12 0:00,24,,0
524,Holly Beach-PI Airport,,26.1597,-97.3378,Los Fresnos,TX,US,Cameron County,America/Chicago,CST,-6,,ASOS,19,2007-12-11 23:45,32,,0
527,Scholes Field,,29.2704,-94.8642,Galveston,TX,US,Galveston,America/Chicago,CST,-6,,ASOS,6,2007-12-11 21:52,32,,0
528,Galveston Buoy,,29.232,-94.413,,TX,,,America/New_York,EST,-5,,Buoy,0,,16,,0
529,Corpus Christi Intl,,27.7734,-97.513,Corpus Christi,TX,US,Nueces,America/New_York,EST,-5,,ASOS,42,2007-12-11 21:51,32,,0
530,Aransas Airport,,28.0837,-97.0467,Rockport,TX,US,Aransas,America/New_York,EST,-5,,ASOS,22,2007-12-11 21:53,32,,0
531,Palacios,,28.7248,-96.2535,Palacios,TX,US,Matagorda,America/New_York,EST,-5,,ASOS,16,2007-12-11 21:53,32,,0
534,Levee-Texas City Dike,XLEV,29.42357,-94.8897,Texas City,TX,US,Galveston County,America/Chicago,CST,-6,Telephone pole,Professional,3,2009-03-13 0:00,27,,0
536,Port Aransas Pier,,27.82591,-97.05064,Port Aransas,TX,US,Nueces,America/Chicago,CST,-6,,C-MAN,0,,49,,0
538,Laguna Shores,XLAG,27.63716,-97.28678,Corpus Christi,TX,US,Nueces County,America/Chicago,CST,-6,House,Professional,0,2001-03-13 17:05,32,,0
540,Lake Ray Hubbard,XHUB,32.85423,-96.54512,Garland,TX,US,Dallas County,America/Chicago,CST,-6,,Professional,433,2007-08-01 5:00,22,,0
541,Lake Ray Roberts,XROB,33.44379,-97.01111,Valley View,TX,US,Cooke County,America/Chicago,CST,-6,,Professional,671,2001-03-13 17:25,27,,0
542,Lake Grapevine,XGRP,32.96022,-97.07762,Grapevine,TX,US,Tarrant County,America/Chicago,CST,-6,,Professional,535,2001-03-13 17:40,34,,0
543,Jacks Intl Airport,,30.4953,-81.6937,Jacksonville,FL,US,Duval,America/New_York,EST,-5,,ASOS,29,2007-12-11 21:56,32,,0
544,Mayport NAF,,30.398,-81.41,Jacksonville,FL,US,Duval,America/New_York,EST,-5,,AWOS,6,2007-12-11 21:52,33,,0
546,Jacks NAS,,30.23465,-81.67464,Jacksonville,FL,US,Duval County,America/New_York,EST,-5,,AWOS,9,2007-12-11 21:53,33,,0
548,NASA Shuttle,,28.59872,-80.68153,,FL,US,Brevard,America/New_York,EST,-5,,AWOS,3,2007-12-11 21:55,33,,0
552,Treasure Coast Airport,,27.4982,-80.3763,Fort Pierce,FL,US,Saint Lucie County,America/New_York,EST,-5,,ASOS,26,2007-12-11 21:53,32,,0
553,Palm Beach Airport,,26.6851,-80.0992,West Palm Beach,FL,US,Palm Beach,America/New_York,EST,-5,,ASOS,19,2007-12-11 21:53,32,,0
554,USCG Aid 23720 Tampa,,27.765,-82.57167,,FL,,,America/New_York,EST,-5,,,,,,,0
555,Orlando Intl Airport,,28.4182,-81.3241,Orlando,FL,US,Orange,America/New_York,EST,-5,,ASOS,104,2007-12-11 21:53,32,,0
556,Orlando Executive,,28.5465,-81.3354,Orlando,FL,,Orange,America/New_York,EST,-5,,ASOS,111,2007-12-11 21:53,32,,0
557,Tyndall,,30.06437,-85.56373,Tyndall AFB,FL,,Bay,America/Chicago,CST,-6,,AWOS,16,2007-12-11 21:55,33,,0
559,Leesburg,,28.8214,-81.8097,Leesburg,FL,US,Lake,America/New_York,EST,-5,,ASOS,75,2007-12-11 21:53,32,,0
560,North Perry,,25.99959,-80.2412,Pembroke Pines,FL,US,Broward,America/New_York,EST,-5,,ASOS,9,2007-12-11 21:53,32,,0
563,Smathers-Key West Airport,,24.5571,-81.7554,Key West,FL,US,Monroe County,America/New_York,EST,-5,,ASOS,3,2007-12-11 21:53,32,,0
564,Key West NAS,,24.57944,-81.68389,Key West,FL,US,Monroe,America/New_York,EST,-5,,AWOS,0,2007-12-11 21:53,33,,0
565,Pensacola Airport,,30.478,-87.1868,Pensacola,FL,US,Escambia,America/Chicago,CST,-6,,ASOS,118,2007-12-11 21:53,32,,0
566,Victoria,,28.8624,-96.9301,Victoria,TX,US,Victoria,America/Chicago,CST,-6,,ASOS,114,2007-12-11 21:51,32,,0
567,Alice,,27.7413,-98.0251,Alice,TX,US,Jim Wells,America/Chicago,CST,-6,,ASOS,177,2007-12-13 20:26,32,,0
568,Kingsville,,27.509,-97.8041,Kingsville,TX,US,Kleberg,America/Chicago,CST,-6,,AWOS,42,2007-12-11 21:56,33,,0
569,Harlingen,,26.2303,-97.6556,Harlingen,TX,,Cameron,America/Chicago,CST,-6,,ASOS,36,2007-12-11 21:52,32,,0
570,Brownsville,,25.9146,-97.4231,Brownsville,TX,US,Cameron,America/Chicago,CST,-6,,ASOS,22,2007-12-11 21:53,32,,0
571,McAllen,,26.1792,-98.2445,McAllen,TX,US,Hidalgo,America/Chicago,CST,-6,,ASOS,108,2007-12-11 21:53,32,,0
572,McKinney,,33.18028,-96.59028,,TX,,,America/Chicago,CST,-6,,ASOS,,2007-12-11 21:53,,,0
573,Denton,,33.20611,-97.13333,,TX,,,America/Chicago,CST,-6,,ASOS,,2007-12-11 21:50,,,0
574,DFW,,32.8974,-97.022,Irving,TX,US,Dallas County,America/Chicago,CST,-6,,ASOS,597,2007-12-11 21:53,32,,0
575,Terrell,,32.7131,-96.2688,Terrell,TX,US,Kaufman,America/Chicago,CST,-6,,ASOS,475,2007-12-11 21:53,32,,0
576,Arlington Airport,,32.655,-97.088,Grand Prairie,TX,US,Tarrant County,America/Chicago,CST,-6,,ASOS,,2007-12-11 21:53,,,0
577,Mineral Wells,,32.78167,-98.09028,,TX,,,America/Chicago,CST,-6,,ASOS,,2007-12-11 21:51,,,0
578,Watertown,,43.9888,-76.0262,Dexter,NY,US,Jefferson,America/New_York,EST,-5,,ASOS,311,2007-12-11 21:56,32,,0
579,Fulton,,43.3504,-76.3832,Fulton,NY,US,Oswego,America/New_York,EST,-5,,ASOS,472,2007-12-11 21:54,32,,0
580,Penn Yan,,42.644,-77.0529,Penn Yan,NY,US,Yates,America/New_York,EST,-5,,ASOS,938,2007-12-11 21:53,32,,0
581,Burlington Piers,,43.3002,-79.7912,Hamilton,FALSE,CA,,America/New_York,EST,-5,,,,2011-05-16 14:00,,,0
582,Trenton,,40.2768,-74.8159,Ewing Township,NJ,US,Mercer,America/New_York,EST,-5,,ASOS,190,2007-12-11 21:53,32,,0
583,Point Petre,,43.8333,-77.15,,ON,,,America/New_York,EST,-5,,,,2007-12-11 22:00,,,0
